,year,odometer,numtype,numdrive,numcylinders,nummodel,price
4610,2009,94966.0,2,2,2,44,12500
4611,2006,125045.0,1,2,2,44,10500
4612,2017,72849.0,0,0,1,24,29900
4613,2010,150000.0,7,1,0,57,5500
4614,2009,200000.0,7,2,2,13,7000
4615,2005,182000.0,0,0,2,26,5900
4616,2013,104000.0,0,0,1,26,11500
4617,2014,133446.0,7,2,2,12,17995
4618,2010,127489.0,6,2,2,10,4975
4619,2008,249098.0,5,2,1,27,4800
4620,2001,99999.0,2,2,2,44,12000
4621,2012,243000.0,5,0,2,29,27500
4622,2005,144902.0,0,0,2,26,4999
4623,2004,206823.0,5,2,2,27,8100
4624,2006,129055.0,5,2,2,27,5895
4625,2014,200024.0,5,0,1,27,21995
4626,2006,158000.0,0,0,1,21,5500
4627,2009,165000.0,6,1,0,40,5000
4628,2003,147055.0,0,0,1,26,2795
4629,2016,79744.0,0,1,0,19,15950
4630,2015,201947.0,7,2,1,50,16950
4631,2017,87025.0,7,1,0,57,16950
4632,2017,72849.0,0,0,1,24,29900
4633,2005,154110.0,0,2,1,26,3800
4634,2015,186379.0,5,0,2,28,29995
4635,2013,142000.0,5,0,1,27,23000
4636,2013,142000.0,5,0,1,27,23000
4637,2006,158000.0,0,0,1,21,5500
4638,2010,274000.0,5,2,2,27,7500
4639,2003,235535.0,6,2,2,10,3500
4640,2013,148000.0,6,1,0,36,5900
4641,2011,60292.0,6,1,1,40,9994
4642,2012,173000.0,0,1,0,21,4900
4643,2014,124519.0,5,1,1,27,27942
4644,2004,260000.0,0,2,1,26,1800
4645,2011,106000.0,6,1,0,40,6000
4646,2012,152508.0,5,2,1,27,10900
4647,2012,172000.0,5,0,2,27,16000
4648,2012,87000.0,6,1,0,36,6995
4649,2012,99000.0,6,1,0,40,6995
4650,2017,70000.0,6,1,0,33,7495
4651,2011,90000.0,0,0,1,19,9895
4652,2006,158000.0,0,0,1,21,5500
4653,2012,70978.0,6,1,0,36,6200
4654,2014,131000.0,0,0,1,26,10995
4655,2010,46500.0,6,1,1,52,13500
4656,2013,171112.0,5,2,1,27,8800
4657,2013,36845.0,7,2,2,12,22840
4658,2014,126007.0,7,2,2,11,16840
4659,2007,100161.0,7,2,2,11,15840
4660,2012,75948.0,7,2,2,13,17840
4661,2013,141482.0,7,2,2,13,17840
4662,2013,104711.0,7,2,2,11,18840
4663,2017,65613.0,7,1,0,71,17950
4664,2014,195574.0,5,0,1,27,19995
4665,2013,91000.0,8,1,0,5,7950
4666,2003,149055.0,5,0,2,27,2595
4667,2016,99639.0,2,2,0,44,19685
4668,2011,150000.0,6,2,1,52,6000
4669,2012,173000.0,6,1,0,33,1800
4670,2007,143762.0,0,1,1,19,5700
4671,2003,121100.0,1,2,2,53,10995
4672,2012,70978.0,6,1,0,36,6899
4673,2010,132000.0,5,0,2,27,19999
4674,2015,124994.0,3,1,0,33,6495
4675,2017,102905.0,7,1,0,54,12985
4676,2016,48400.0,6,1,0,33,7821
4677,2007,160000.0,2,2,1,44,1795
4678,2013,197000.0,0,1,0,21,5800
4679,2005,200000.0,0,1,0,21,2500
4680,2012,122525.0,6,1,0,40,4500
4681,2011,148556.0,7,2,2,40,12500
4682,2018,25700.0,6,2,2,52,20500
4683,2013,89035.0,6,1,0,36,6900
4684,2008,136096.0,5,2,2,27,15900
4685,2002,260000.0,5,0,1,26,3000
4686,2019,10346.0,6,0,0,44,23423
4687,2007,271000.0,5,0,2,28,11750
4688,2011,135000.0,6,1,0,40,4500
4689,2011,116400.0,6,1,0,40,6900
4690,2012,122525.0,6,1,0,40,4500
4691,2017,72039.0,8,2,1,56,26365
4692,2007,273500.0,5,0,2,28,11000
4693,2015,84580.0,6,1,0,36,8999
4694,2011,124532.0,0,1,1,21,7499
4695,2017,51821.0,3,0,0,36,23900
4696,2012,49000.0,0,1,1,36,5000
4697,2014,180000.0,0,2,1,21,7495
4698,2015,133000.0,0,0,1,24,25500
4699,2011,236000.0,6,1,1,52,4000
4700,2007,134000.0,5,0,2,28,14995
4701,2003,203523.0,7,1,1,81,2450
4702,2014,159697.0,0,1,1,19,9299
4703,2006,188351.0,0,1,1,21,4699
4704,2003,118280.0,2,2,2,44,10999
4705,2016,68125.0,6,1,0,40,8800
4706,2005,129300.0,0,0,2,40,27250
4707,2014,150000.0,6,1,0,36,4300
4708,2006,153000.0,7,2,2,13,8500
4709,2003,149055.0,5,0,2,27,2595
4710,2017,104013.0,0,1,1,24,21500
4711,2008,191000.0,0,0,2,24,6800
4712,2012,117000.0,3,1,0,33,5200
4713,2003,82000.0,7,2,2,13,9200
4714,2012,96055.0,6,1,0,36,5999
4715,2010,143995.0,5,2,2,27,12299
4716,2013,148000.0,6,1,0,36,3500
4717,2006,158864.0,0,0,1,21,5500
4718,2006,150268.0,0,1,1,21,5998
4719,2006,158864.0,0,0,1,21,5500
4720,2015,36200.0,1,2,0,44,22000
4721,2006,158864.0,0,0,1,21,5500
4722,2004,174000.0,5,0,2,27,10500
4723,2012,70978.0,6,1,0,36,6899
4724,2012,70978.0,6,1,0,36,6899
4725,2013,125000.0,6,1,1,52,5999
4726,2011,175000.0,5,0,1,27,9000
4727,2006,158864.0,0,0,1,21,5500
4728,2012,169000.0,0,0,1,21,6290
4729,2012,169000.0,0,0,1,21,6290
4730,2015,91688.0,6,1,0,36,8699
4731,2005,211000.0,5,0,2,28,14000
4732,2005,211000.0,5,0,2,28,14000
4733,2002,197000.0,0,0,2,24,3700
4734,2014,180000.0,0,2,1,21,7495
4735,2005,212000.0,0,0,2,28,10000
4736,2014,31000.0,0,0,1,26,26000
4737,2012,163000.0,6,1,0,36,4200
4738,2010,97309.0,0,0,1,21,8995
4739,2013,150800.0,8,0,1,34,11000
4740,2011,135000.0,6,1,0,40,4500
4741,2008,103307.0,8,1,1,52,1300
4742,2006,170544.0,5,2,2,28,10995
4743,2010,216124.0,5,0,2,27,12695
4744,2006,165000.0,7,2,2,18,8999
4745,2016,45000.0,0,0,0,21,10500
4746,2012,90370.0,6,1,0,33,1200
4747,2009,127610.0,0,0,1,26,1300
4748,2012,110000.0,6,1,0,36,6500
4749,2017,73000.0,0,1,0,19,12900
4750,2014,222000.0,7,2,2,18,9900
4751,2011,139080.0,0,1,0,21,6990
4752,2003,164000.0,1,2,1,44,6000
4753,2014,59615.0,6,1,0,36,8990
4754,2011,90100.0,0,2,1,21,6900
4755,2012,134168.0,3,1,0,36,6990
4756,2005,139500.0,6,1,1,36,2600
4757,2016,134815.0,0,1,1,26,14790
4758,2003,297000.0,0,0,2,23,9995
4759,2014,73000.0,6,1,0,36,5300
4760,2012,113673.0,6,1,1,26,4999
4761,2006,129055.0,5,1,1,27,5895
4762,2006,76000.0,5,2,2,28,9950
4763,2017,140065.0,7,1,0,57,14950
4764,2017,73000.0,0,1,0,19,12900
4765,2011,109000.0,5,2,1,27,12000
4766,2017,72849.0,0,0,1,24,29900
4767,2016,140977.0,3,1,0,5,9990
4768,2008,170000.0,0,2,2,26,5600
4769,2010,216124.0,5,0,2,27,12695
4770,2006,170544.0,5,2,2,28,10995
4771,2016,53000.0,0,1,1,25,21847
4772,2016,47000.0,3,1,0,36,10867
4773,2016,66000.0,6,1,0,33,8200
4774,2012,186000.0,6,2,2,27,7650
4775,2008,232350.0,0,0,0,21,3990
4776,2015,84580.0,6,1,0,36,8999
4777,2003,297000.0,6,0,2,23,9995
4778,2007,240000.0,6,0,0,40,2000
4779,2004,148184.0,0,0,0,26,5000
4780,2009,180094.0,2,1,0,36,4650
4781,2016,134815.0,0,1,1,26,14790
4782,2014,93200.0,6,1,0,36,4000
4783,2011,222000.0,6,1,0,40,3300
4784,2005,129000.0,6,0,2,40,27250
4785,2005,125000.0,2,2,1,44,8000
4786,2008,85000.0,6,2,2,10,6500
4787,2010,216124.0,5,0,2,27,12695
4788,2011,123010.0,6,1,0,36,1500
4789,2017,73000.0,0,1,0,19,12900
4790,2015,45000.0,3,1,0,33,9000
4791,2013,141482.0,7,2,2,13,17840
4792,2014,94264.0,2,2,2,44,20995
4793,2011,124532.0,0,0,1,21,7499
4794,2003,297000.0,0,0,2,23,9995
4795,2010,127777.0,6,1,1,52,8000
4796,2010,173471.0,7,2,2,13,14000
4797,2014,75755.0,7,2,2,18,17950
4798,2014,75755.0,7,2,2,18,17950
4799,2014,75755.0,7,2,2,18,17950
4800,2003,149055.0,5,0,2,27,2595
4801,2011,123010.0,6,1,0,36,1500
4802,2014,25800.0,0,2,2,24,27400
4803,2014,69000.0,0,1,0,21,13990
4804,2011,103000.0,2,2,2,44,12500
4805,2017,73000.0,0,1,0,19,12900
4806,2016,140977.0,3,1,0,5,9990
4807,2012,122525.0,6,1,0,40,4500
4808,2017,72849.0,0,0,1,24,29900
4809,2013,144000.0,0,1,0,21,5995
4810,2015,122389.0,3,1,0,36,8950
4811,2010,79400.0,2,2,1,44,11000
4812,2002,19342.0,1,2,2,53,20000
4813,2015,136400.0,7,1,0,68,11750
4814,2013,141482.0,7,2,2,13,17840
4815,2017,75780.0,0,1,0,21,17990
4816,2002,88500.0,1,1,0,44,7900
4817,2015,136400.0,7,1,0,71,11750
4818,2002,88500.0,1,1,0,44,8500
4819,2014,180000.0,0,2,1,21,7495
4820,2017,40100.0,6,1,0,40,19500
4821,2005,128600.0,4,1,1,37,3900
4822,2008,204000.0,5,0,2,28,14500
4823,2014,124519.0,5,0,1,27,27942
4824,2012,159000.0,0,1,0,21,6900
4825,2006,156284.0,0,0,0,21,2995
4826,2017,72849.0,0,0,1,24,29900
4827,2004,206823.0,5,2,2,27,8100
4828,2008,181700.0,3,1,1,52,2950
4829,2014,124519.0,5,1,1,27,27942
4830,2008,133000.0,5,1,1,27,16500
4831,2008,203130.0,5,2,2,29,3900
4832,2014,164783.0,7,2,2,13,13900
4833,2014,124519.0,5,2,1,27,27942
4834,2003,149055.0,5,0,2,27,2595
4835,2003,190000.0,0,0,2,24,3000
4836,2012,175000.0,0,0,2,28,23700
4837,2014,94264.0,2,2,2,44,20995
4838,2006,125682.0,5,0,2,27,12943
4839,2014,124519.0,5,0,1,27,27942
4840,2002,99000.0,5,0,2,28,28000
4841,2014,212773.0,7,2,2,13,12900
4842,2004,191000.0,0,0,2,26,7500
4843,2010,126000.0,6,1,0,36,6500
4844,2016,116497.0,5,0,2,27,26850
4845,2014,99000.0,0,0,1,26,16900
4846,2013,171012.0,0,0,2,24,9995
4847,2012,180000.0,0,0,1,27,9999
4848,2013,170000.0,5,2,2,27,9999
4849,2004,168479.0,5,1,2,27,5200
4850,2004,168479.0,5,1,2,27,5200
4851,2015,84667.0,0,0,1,26,18850
4852,2008,252000.0,5,0,2,27,6395
4853,2016,78000.0,0,0,1,19,22900
4854,2006,192000.0,6,1,1,3,3900
4855,2010,129515.0,6,1,1,40,5000
4856,2012,187000.0,6,0,1,27,15500
4857,2019,28000.0,0,0,0,19,29900
4858,2011,173000.0,0,0,1,19,6500
4859,2001,135000.0,5,2,2,27,2400
4860,2015,78000.0,6,1,0,36,6800
4861,2013,108000.0,0,0,1,19,13900
4862,2001,250000.0,0,0,2,24,2000
4863,2017,71000.0,0,0,0,21,16900
4864,2019,17000.0,0,0,0,21,29900
4865,2013,110450.0,6,1,0,36,5200
4866,2008,130000.0,5,0,2,27,3800
4867,2004,128000.0,0,0,2,26,1800
4868,2018,67241.0,6,1,0,36,10999
4869,2009,141000.0,0,0,1,21,9985
4870,2003,217000.0,0,0,2,24,2800
4871,2008,105961.0,5,0,2,28,24988
4872,2011,133000.0,0,0,2,28,12999
4873,2015,102598.0,7,2,1,54,21995
4874,2004,180000.0,5,0,2,27,10000
4875,2011,189834.0,7,1,0,57,7995
4876,2002,200000.0,7,2,1,18,3900
4877,2015,68700.0,2,2,0,44,17900
4878,2012,217012.0,5,2,1,27,6995
4879,2010,127500.0,0,0,1,21,7750
4880,2008,110310.0,5,2,2,27,10995
4881,2012,173412.0,7,2,2,18,10995
4882,2007,126600.0,2,1,1,44,6500
4883,2010,175303.0,5,2,2,27,9995
4884,2004,153976.0,5,2,2,28,9995
4885,2019,30703.0,7,2,1,54,26995
4886,2005,160000.0,6,1,1,52,1500
4887,2015,80384.0,7,2,1,54,16995
4888,2016,81037.0,7,2,1,54,17995
4889,2007,160000.0,0,2,2,24,7500
4890,2012,97000.0,0,1,0,21,8500
4891,2004,83421.0,7,2,2,18,12995
4892,2005,83400.0,1,2,2,53,14995
4893,2005,155000.0,6,2,1,52,1800
4894,2002,53000.0,1,2,2,53,17000
4895,2001,149590.0,6,2,2,10,5310
4896,2009,195672.0,0,0,2,24,7498
4897,2006,129055.0,5,0,2,27,5895
4898,2017,76500.0,6,1,0,36,10100
4899,2014,72300.0,6,1,0,40,11999
4900,2008,150000.0,0,0,1,19,7000
4901,2014,162819.0,0,2,2,18,14995
4902,2012,123000.0,3,1,0,33,4800
4903,2014,89684.0,6,1,0,36,7750
4904,2006,192791.0,4,1,1,37,2800
4905,2015,68300.0,4,2,0,44,18300
4906,2003,147055.0,0,0,1,26,2795
4907,2004,189037.0,7,2,2,18,3000
4908,2001,152000.0,2,2,2,44,6500
4909,2008,74419.0,2,2,2,27,11995
4910,2015,112000.0,5,2,1,27,18500
4911,2004,177000.0,1,2,1,44,5500
4912,2009,90000.0,6,2,2,10,7000
4913,2008,135905.0,6,2,2,31,14900
4914,2014,13500.0,0,1,1,19,17000
4915,2003,164000.0,2,2,2,44,3500
4916,2016,40561.0,6,1,0,40,16600
4917,2004,200000.0,0,1,1,26,3500
4918,2012,109490.0,4,1,0,67,12999
4919,2012,160264.0,5,2,2,28,16999
4920,2004,254252.0,5,0,2,27,9999
4921,2005,114163.0,5,0,2,28,14900
4922,2008,67325.0,7,1,2,18,8750
4923,2013,127078.0,0,0,0,21,9495
4924,2018,51238.0,7,1,1,54,25995
4925,2016,85497.0,6,1,0,40,12495
4926,2001,182000.0,0,2,2,23,9000
4927,2003,157500.0,5,0,2,28,4000
4928,2002,159000.0,5,0,2,29,1950
4929,2004,132000.0,0,0,2,24,5000
4930,2004,88200.0,5,0,2,29,14500
4931,2008,104000.0,0,0,1,19,7000
4932,2014,157308.0,0,0,1,10,9500
4933,2002,260000.0,5,0,2,29,3800
4934,2003,150200.0,6,1,1,52,2500
4935,2005,157997.0,5,0,2,28,12500
4936,2005,161000.0,0,0,2,26,2500
4937,2003,200000.0,5,0,1,26,3500
4938,2017,111577.0,0,0,0,21,12500
4939,2014,103658.0,0,1,0,21,9995
4940,2007,140000.0,0,0,1,19,4995
4941,2018,70600.0,7,2,1,54,28900
4942,2011,93492.0,0,0,1,21,8699
4943,2008,224650.0,7,2,2,18,7500
4944,2007,96000.0,6,1,1,10,2800
4945,2007,72000.0,6,1,0,36,4000
4946,2008,141701.0,6,0,2,28,12900
4947,2007,169756.0,6,1,0,36,2500
4948,2009,107000.0,6,2,2,10,2700
4949,2007,19800.0,6,2,2,44,27600
4950,2004,109000.0,5,2,2,29,12500
4951,2009,185322.0,5,0,2,27,10500
4952,2008,70577.0,5,0,2,27,15500
4953,2005,120920.0,0,0,2,26,6299
4954,2017,83354.0,7,1,0,57,15795
4955,2019,43979.0,6,1,0,40,15995
4956,2016,56265.0,3,1,0,5,12995
4957,2012,94295.0,6,1,0,33,6495
4958,2007,110257.0,5,0,2,27,11600
4959,2016,109000.0,5,0,1,27,26900
4960,2002,170098.0,0,0,1,26,2450
4961,2010,98316.0,6,1,0,36,5000
4962,2016,121958.0,6,1,0,40,9500
4963,2013,64354.0,6,1,0,40,8500
4964,2007,167098.0,6,1,0,36,1650
4965,2012,200824.0,6,0,2,28,15500
4966,2010,144173.0,5,0,2,27,13900
4967,2012,157755.0,5,0,2,27,16500
4968,2018,70600.0,7,2,1,54,28900
4969,2008,110174.0,0,0,1,21,7495
4970,2016,118854.0,0,0,0,21,12995
4971,2010,32988.0,7,2,2,18,18990
4972,2010,32988.0,7,2,2,18,18990
4973,2014,92000.0,2,2,1,44,15900
4974,2007,148000.0,2,2,2,44,3900
4975,2016,99525.0,0,0,1,26,17750
4976,2011,68621.0,0,0,1,26,14900
4977,2001,170623.0,5,0,2,28,6500
4978,2002,151242.0,5,0,2,28,15995
4979,2007,220000.0,5,0,2,29,17750
4980,2014,101000.0,1,2,1,44,14500
4981,2001,75489.0,5,0,2,27,4975
4982,2008,147000.0,2,1,0,36,3400
4983,2015,189288.0,0,0,1,26,7500
4984,2015,189288.0,0,0,1,26,7500
4985,2018,70600.0,7,2,1,54,28900
4986,2012,106000.0,0,1,0,21,7995
4987,2012,99500.0,2,2,1,44,14999
4988,2015,189288.0,0,0,1,26,7500
4989,2005,100000.0,5,0,2,27,11500
4990,2014,81750.0,0,0,1,26,13000
4991,2004,138000.0,1,2,1,44,3200
4992,2018,70600.0,7,2,1,54,28900
4993,2015,189288.0,0,0,1,26,7500
4994,2008,165000.0,0,0,0,36,1200
4995,2010,215038.0,5,2,2,28,7900
4996,2001,75489.0,5,0,2,27,4975
4997,2006,53305.0,6,1,0,36,6250
4998,2006,156000.0,6,0,1,46,6700
4999,2015,80000.0,6,1,0,40,8995
5000,2005,110000.0,6,1,0,36,2100
5001,2011,155000.0,0,1,0,21,4900
5002,2019,32700.0,6,0,0,40,14249
5003,2016,144500.0,0,0,0,21,7950
5004,2002,238000.0,5,0,2,29,7000
5005,2014,101000.0,5,0,2,27,17500
5006,2010,124000.0,8,0,1,21,5500
5007,2013,92849.0,3,1,0,5,7900
5008,2015,77000.0,3,2,1,51,17900
5009,2007,116000.0,7,0,2,29,5500
5010,2013,141000.0,0,0,2,24,14900
5011,2014,170000.0,0,0,2,24,14900
5012,2011,100095.0,0,1,1,19,10900
5013,2006,123500.0,0,0,0,21,2500
5014,2006,100400.0,6,1,0,2,2000
5015,2007,163000.0,6,1,1,52,2750
5016,2016,89000.0,6,0,0,36,7950
5017,2007,174500.0,6,0,1,40,3350
5018,2008,147000.0,2,1,0,36,3400
5019,2003,138695.0,5,2,1,46,5900
5020,2005,270000.0,0,1,1,26,1500
5021,2002,151103.0,5,2,1,46,1500
5022,2014,99911.0,0,2,0,21,10500
5023,2019,41100.0,0,0,1,26,28500
5024,2014,157308.0,0,0,1,10,9500
5025,2009,182400.0,0,2,0,46,6499
5026,2010,209000.0,6,1,0,36,1200
5027,2008,90000.0,6,0,1,52,4900
5028,2006,152000.0,0,0,1,26,4400
5029,2016,112453.0,0,0,1,26,8689
5030,2003,172000.0,5,0,2,28,10500
5031,2010,13000.0,5,0,2,28,29900
5032,2011,91400.0,6,1,0,40,5999
5033,2010,115000.0,0,0,1,21,5500
5034,2018,70600.0,7,2,1,54,28900
5035,2001,145611.0,0,0,2,23,2500
5036,2013,127000.0,6,1,0,40,7500
5037,2013,82001.0,5,0,2,27,10000
5038,2010,99521.0,6,1,1,40,5900
5039,2006,176167.0,8,1,0,21,3695
5040,2002,120000.0,7,1,2,13,6850
5041,2005,163000.0,5,2,2,27,2500
5042,2005,270000.0,0,1,1,26,1500
5043,2001,64000.0,5,1,1,29,16500
5044,2001,64000.0,5,1,1,29,16500
5045,2003,191100.0,0,0,1,26,3800
5046,2011,110000.0,6,0,1,33,4600
5047,2008,128000.0,6,0,2,31,10000
5048,2010,124000.0,0,0,1,21,6000
5049,2002,185000.0,0,0,2,23,21999
5050,2002,124000.0,0,0,1,21,3200
5051,2012,89000.0,6,1,0,36,7995
5052,2007,163340.0,0,0,2,24,8995
5053,2014,127231.0,5,2,2,27,10995
5054,2006,199990.0,6,1,1,52,2295
5055,2013,134146.0,6,1,0,36,5999
5056,2013,46000.0,6,1,0,36,9000
5057,2015,139000.0,7,2,1,50,19900
5058,2010,150000.0,0,0,1,34,6500
5059,2008,18369.0,6,1,1,52,9500
5060,2006,86000.0,0,0,1,26,3600
5061,2011,137154.0,0,1,0,21,6573
5062,2008,137441.0,5,0,2,27,11673
5063,2011,116447.0,0,1,1,21,8273
5064,2010,141828.0,8,1,1,34,7273
5065,2002,41911.0,1,2,1,53,17995
5066,2008,147000.0,2,1,0,36,3400
5067,2012,183000.0,6,1,0,36,4295
5068,2010,171011.0,7,1,0,71,6999
5069,2014,157308.0,0,0,1,10,9500
5070,2010,94000.0,0,0,1,19,9000
5071,2009,165000.0,0,1,0,21,4295
5072,2011,113000.0,6,1,1,40,6999
5073,2001,256000.0,5,0,2,27,3000
5074,2015,42000.0,6,0,1,10,8250
5075,2005,154000.0,0,0,1,26,1400
5076,2010,164636.0,6,1,1,40,5999
5077,2013,132176.0,0,1,1,19,9999
5078,2007,173796.0,7,1,2,11,6400
5079,2012,114000.0,3,1,0,36,5400
5080,2013,69000.0,6,1,0,36,1200
5081,2008,18369.0,6,1,1,52,10500
5082,2011,137154.0,0,1,0,21,6573
5083,2008,137441.0,5,0,2,27,11673
5084,2011,116447.0,0,1,1,21,8273
5085,2010,141828.0,8,1,1,34,7273
5086,2005,200000.0,5,0,2,29,14000
5087,2002,184000.0,0,0,1,26,2500
5088,2014,100000.0,0,0,0,21,1600
5089,2006,195000.0,0,0,2,24,4250
5090,2010,98316.0,6,1,0,36,5000
5091,2008,18369.0,6,1,1,52,10500
5092,2013,132176.0,0,1,1,19,9999
5093,2010,161793.0,6,1,1,40,3995
5094,2009,160000.0,0,1,1,34,5500
5095,2008,117000.0,6,1,0,52,7500
5096,2011,137154.0,0,1,0,21,6573
5097,2006,144457.0,7,0,1,38,3995
5098,2005,143200.0,4,1,1,37,3100
5099,2008,18369.0,6,1,1,52,10500
5100,2008,128065.0,6,1,0,36,4299
5101,2008,137441.0,5,0,2,27,11673
5102,2011,116447.0,0,1,1,21,8273
5103,2010,141828.0,8,1,1,34,7273
5104,2012,89000.0,6,1,0,36,7995
5105,2012,141000.0,0,1,1,34,9500
5106,2002,281156.0,7,2,1,18,3995
5107,2013,117000.0,6,0,0,52,7500
5108,2015,102598.0,7,2,1,54,21995
5109,2014,89289.0,3,1,0,36,7950
5110,2011,189834.0,7,1,0,57,7995
5111,2015,90547.0,7,2,1,54,23995
5112,2012,102750.0,0,1,1,21,7600
5113,2018,91900.0,6,1,0,36,8200
5114,2012,217012.0,5,2,1,27,6995
5115,2008,110310.0,5,2,2,27,10995
5116,2012,173412.0,7,2,2,18,10995
5117,2010,175303.0,5,2,2,27,9995
5118,2004,153976.0,5,2,2,28,9995
5119,2019,30703.0,7,2,1,54,26995
5120,2015,80384.0,7,2,1,54,16995
5121,2016,81037.0,7,2,1,54,17995
5122,2004,83421.0,7,2,2,18,12995
5123,2013,55000.0,0,1,1,19,16999
5124,2017,44000.0,0,0,1,26,22000
5125,2007,198000.0,3,1,0,36,1200
5126,2015,72442.0,0,2,1,24,29995
5127,2002,31913.0,1,2,2,53,19250
5128,2013,273429.0,5,0,2,28,25000
5129,2006,210000.0,7,2,2,18,6300
5130,2018,21000.0,6,1,0,33,7200
5131,2003,206000.0,5,2,2,27,5000
5132,2013,96085.0,6,0,1,52,12950
5133,2006,222000.0,7,0,2,18,4600
5134,2010,152525.0,5,0,2,28,26950
5135,2010,120000.0,6,1,0,40,6200
5136,2013,123500.0,3,1,0,36,3750
5137,2015,41000.0,6,1,1,52,15000
5138,2003,147055.0,0,0,1,26,2795
5139,2018,54708.0,3,1,0,33,11950
5140,2015,135000.0,0,0,0,21,11900
5141,2012,151000.0,6,1,0,36,5995
5142,2011,87000.0,6,1,0,33,4800
5143,2009,133000.0,5,1,2,29,10800
5144,2017,137000.0,0,0,0,21,11900
5145,2013,123500.0,3,1,0,36,3750
5146,2008,182200.0,5,0,2,28,21000
5147,2005,152700.0,5,0,2,41,13000
5148,2016,87000.0,6,1,0,36,6200
5149,2014,147265.0,0,0,1,26,11995
5150,2013,77000.0,0,1,0,21,10950
5151,2015,159000.0,0,0,1,24,20995
5152,2016,126000.0,5,0,2,27,19995
5153,2015,98000.0,0,0,1,26,15995
5154,2017,93000.0,0,0,1,26,17995
5155,2015,42535.0,3,1,0,36,12995
5156,2008,183000.0,5,2,2,28,6000
5157,2012,134000.0,6,1,0,40,7000
5158,2003,149055.0,5,0,2,27,2595
5159,2002,168000.0,2,2,1,44,3700
5160,2013,65500.0,5,2,2,27,20000
5161,2012,154458.0,0,0,2,24,4000
5162,2014,147755.0,2,0,1,44,5000
5163,2006,157242.0,0,2,1,26,4500
5164,2017,77370.0,0,2,1,77,29995
5165,2009,94173.0,6,1,0,40,6995
5166,2013,142000.0,0,1,0,21,8000
5167,2002,163800.0,5,2,2,28,14000
5168,2014,95258.0,6,1,0,40,11995
5169,2017,47194.0,0,0,0,21,18995
5170,2017,103000.0,5,2,1,27,24995
5171,2017,103515.0,5,1,0,66,15995
5172,2012,130843.0,5,2,2,28,14995
5173,2013,115041.0,5,2,2,27,19995
5174,2018,42548.0,5,2,1,77,26995
5175,2013,136905.0,5,2,2,18,17995
5176,2013,47450.0,5,0,2,28,29995
5177,2011,102785.0,5,0,2,29,20995
5178,2006,172894.0,5,2,2,18,14995
5179,2001,248000.0,5,0,2,28,14500
5180,2014,106303.0,0,1,1,26,21900
5181,2004,154000.0,5,1,2,27,8000
5182,2009,197226.0,5,2,2,27,11995
5183,2016,76399.0,5,2,1,56,22995
5184,2014,147755.0,2,2,1,44,5000
5185,2008,148738.0,0,2,1,19,4600
5186,2013,112015.0,6,1,1,52,8999
5187,2014,128000.0,2,2,1,44,8500
5188,2004,165000.0,2,1,1,44,4300
5189,2015,48901.0,6,1,0,40,15000
5190,2012,123000.0,4,1,0,56,8000
5191,2010,56000.0,6,1,1,52,9200
5192,2001,150000.0,6,0,1,52,1200
5193,2004,139000.0,5,0,2,29,3800
5194,2013,128000.0,0,0,2,19,12295
5195,2008,108000.0,0,0,1,21,5950
5196,2017,60023.0,0,0,1,26,29900
5197,2009,122000.0,6,1,1,52,4995
5198,2010,142000.0,6,1,0,40,3000
5199,2013,28273.0,6,1,0,40,13900
5200,2010,64000.0,6,1,0,36,3499
5201,2010,113000.0,6,1,1,52,7495
5202,2008,126461.0,0,0,1,26,6850
5203,2003,104241.0,1,2,2,44,10800
5204,2015,83067.0,0,0,1,34,19990
5205,2011,104000.0,6,2,2,10,5995
5206,2003,173213.0,5,0,2,28,5500
5207,2015,92000.0,6,1,0,40,10900
5208,2010,118000.0,0,0,1,26,10995
5209,2018,9190.0,2,2,0,44,29900
5210,2008,126461.0,0,0,1,26,6850
5211,2007,94000.0,5,0,2,27,16000
5212,2009,99358.0,0,0,1,21,7400
5213,2013,118000.0,0,0,1,26,11995
5214,2008,34000.0,7,2,2,13,27500
5215,2012,75932.0,6,1,0,36,7000
5216,2006,130676.0,6,1,1,52,2200
5217,2014,70426.0,6,1,0,40,11900
5218,2014,49189.0,6,1,0,40,14900
5219,2011,138000.0,6,2,2,10,4995
5220,2009,130000.0,0,0,1,21,5995
5221,2014,128000.0,0,0,1,26,10995
5222,2018,17152.0,0,0,0,21,21900
5223,2014,67381.0,0,0,1,26,19900
5224,2014,51250.0,7,1,2,12,20900
5225,2013,124000.0,7,1,0,57,9200
5226,2010,164000.0,6,1,0,40,5800
5227,2014,62630.0,0,0,0,21,14400
5228,2008,126461.0,0,0,1,26,6850
5229,2007,85000.0,6,1,1,52,3000
5230,2011,74550.0,0,0,1,19,11500
5231,2013,69000.0,0,0,1,26,14995
5232,2012,82000.0,6,1,1,40,8495
5233,2006,112000.0,6,2,2,10,1495
5234,2011,85000.0,6,1,1,40,7995
5235,2011,75000.0,6,1,1,40,8995
5236,2011,105000.0,6,1,1,40,6995
5237,2010,32988.0,7,2,2,18,18990
5238,2017,33173.0,0,0,0,21,20900
5239,2016,106720.0,0,0,0,21,11750
5240,2012,110000.0,6,1,1,40,7995
5241,2008,189000.0,0,0,1,26,3995
5242,2011,124000.0,6,1,1,40,6495
5243,2008,126461.0,0,0,1,26,6850
5244,2013,116598.0,5,0,2,27,19990
